id,supplier,name,active,description,category,timestamp,usda_id,price_per_kg,price_per_unit,usda_weight_unit_g,weight_net_g,price_total,organic,origin,picture
wi445527,NL ah,AH Zaanse grof volk half 400 g ,1,,Bakkerij/Volkoren brood (dagvers),2019/03/04,18075, No Price ,,,400 g, € -   ,,,https://static.ah.nl/static/product/AHI_43545236313838323733_1_LowRes_JPG.JPG
wi239420,NL ah,Pur Natur Karneboter 200 g ,1,,Zuivel. eieren/Ongezouten roomboter,2019/03/05,01145, No Price ,,,200 g, € -   ,,,https://static.ahold.com/cmgtcontent/media//001286600/000/001286612_001_239420_708.jpg
wi436980,NL ah,AH Gekookte garnalen met kop en tuinkruiden 170 g ,1,,Vlees. kip. vis. vega/Garnalen (vers),2019/03/06,15270, No Price ,,,170 g, € -   ,,,https://static.ah.nl/static/product/AHI_434d5037383630373930_2_LowRes_JPG.JPG
wi48715/,NL ah,AH Allinson volkoren half per stuk ,1,,Bakkerij/Volkoren brood (dagvers),2019/03/07,18075, No Price ,,,per stuk, € -   ,,,https://static.ah.nl/static/product/AHI_434d50323830353331_1_LowRes_JPG.JPG
wi437229,NL ah,AH Biologisch Les pains Montagne half per stuk ,1,,Bakkerij/Volkoren brood (ovenvers),2019/03/08,18075, No Price ,,,per stuk, € -   ,,,https://static.ah.nl/static/product/AHI_43545236323332333937_1_LowRes_JPG.JPG
wi420833,NL ah,AH Stevig multivolkoren half per stuk ,1,,Bakkerij/Volkoren brood (ovenvers),2019/03/09,18075, No Price ,,,per stuk, € -   ,,,https://static.ah.nl/static/product/AHI_434d5031323533333433_2_LowRes_JPG.JPG
wi230825,NL ah,Waldkorn Volkoren heel per stuk ,1,,Bakkerij/Volkoren brood (dagvers),2019/03/10,18075, No Price ,,,per stuk, € -   ,,,https://static.ah.nl/static/product/AHI_434d50313738333235_3_LowRes_JPG.JPG
wi230823,NL ah,Waldkorn Volkoren half per stuk ,1,,Bakkerij/Volkoren brood (dagvers),2019/03/11,18075, No Price ,,,per stuk, € -   ,,,https://static.ah.nl/static/product/AHI_434d50313739313839_1_LowRes_JPG.JPG
wi182711,NL ah,AH Les Pains bastille volkoren heel per stuk ,1,,Bakkerij/Volkoren brood (ovenvers),2019/03/12,18075, No Price ,,,per stuk, € -   ,,,https://static.ah.nl/static/product/AHI_43545236323030333137_1_LowRes_JPG.JPG
wi168183,NL ah,AH Tijger volkoren heel per stuk ,1,,Bakkerij/Volkoren brood (ovenvers),2019/03/13,18075, No Price ,,,per stuk, € -   ,,,https://static.ah.nl/static/product/AHI_43545236323030333132_1_LowRes_JPG.JPG
wi139457,NL ah,AH Excellent Biefstuk ca. 150 g ,1,,Vlees. kip. vis. vega/Runderbiefstuk (vers),2019/03/14,23572, Insert stuk weight ,,150.00 g,ca. 150 g, € 3.47 ,,,https://static.ah.nl/static/product/AHI_434d50303430333135_4_LowRes_JPG.JPG
wi59698/,NL ah,AH Excellent Ossenhaas ca. 125 g ,1,,Vlees. kip. vis. vega/Ossenhaas,2019/03/15,23572, Insert stuk weight ,,125.00 g,ca. 125 g, € 4.53 ,,,https://static.ah.nl/static/product/AHI_434d50323234303935_2_LowRes_JPG.JPG
wi197720,NL ah,AH BASIC Halfvolle melk houdbaar 6 x 1 l ,1,,Zuivel. eieren/Halfvolle melk (houdbaar),2019/03/16,01175, Insert stuk weight ,,6000.00 g,6 x 1 l, € 4.72 ,,,https://static.ah.nl/static/product/AHI_434d50303935333336_2_LowRes_JPG.JPG
wi232386,NL ah,Mora Hamburger Xtra groot 4 x 80 g ,1,,Diepvries/Burgers (diepvries),2019/03/17,23572, Insert stuk weight ,,320.00 g,4 x 80 g, € 1.35 ,,,https://static.ah.nl/static/product/AHI_434d50313834303731_2_LowRes_JPG.JPG
wi383138,NL ah,AH Kipfilet 2 x 3 stuks ,1,,Vlees. kip. vis. vega/Kipfilet - stuk,2019/03/18,05314, Insert stuk weight ,,,2 x 3 stuks, € 6.79 ,,,https://static.ah.nl/static/product/AHI_434d50323335383335_4_LowRes_JPG.JPG
wi226504,NL ah,Iglo Lekkerbekjes traditioneel 2 x 120 g ,1,,Vlees. kip. vis. vega/Kabeljauw (diepvries),2019/03/19,15015, Insert stuk weight ,,240.00 g,2 x 120 g, € 3.49 ,,,https://static.ah.nl/static/product/AHI_434d5031393136363733_1_LowRes_JPG.JPG
wi187351,NL ah,AH Excellent Gourmande iets kruimig 1.5 kg ,1,,Aardappel. groente. fruit/Aardappel iets kruimig - met schil,2019/03/20,11352, Insert stuk weight ,,1500.00 g,1.5 kg, € 2.77 ,,,https://static.ah.nl/static/product/AHI_434d50303133393038_6_LowRes_JPG.JPG
wi96048/,NL ah,AH Excellent Primeur vastkokend 1.5 kg ,1,,Aardappel. groente. fruit/Primeur aardappel - vastkokend,2019/03/21,11352, Insert stuk weight ,,1500.00 g,1.5 kg, € 2.77 ,,,https://static.ah.nl/static/product/AHI_434d50303133393135_7_LowRes_JPG.JPG
wi129869,NL ah,AH Excellent Rouges vastkokend 1.5 kg ,1,,Aardappel. groente. fruit/Aardappel vastkokend - met schil,2019/03/22,11352, Insert stuk weight ,,1500.00 g,1.5 kg, € 2.66 ,,,https://static.ah.nl/static/product/AHI_434d50303631343739_2_LowRes_JPG.JPG
wi428672,NL ah,AH Frietaardappelen 1.5 kg ,1,,Aardappel. groente. fruit/Aardappel vastkokend - met schil,2019/03/23,11352, Insert stuk weight ,,1500.00 g,1.5 kg, € 2.66 ,,,https://static.ah.nl/static/product/AHI_434d5034343430393630_3_LowRes_JPG.JPG
wi171497,NL ah,AH Junami 1.5 kg ,1,,Aardappel. groente. fruit/Appels zoet,2019/03/24,09003, Insert stuk weight ,,1500.00 g,1.5 kg, € 2.27 ,,,https://static.ah.nl/static/product/AHI_434d50303233343632_3_LowRes_JPG.JPG
wi428673,NL ah,AH Stamppotaardappelen 1.5 kg ,1,,Aardappel. groente. fruit/Stamppot aardappelen,2019/03/25,11352, Insert stuk weight ,,1500.00 g,1.5 kg, € 2.65 ,,,https://static.ah.nl/static/product/AHI_434d5034353636393631_1_LowRes_JPG.JPG
wi364890,NL ah,Smaakt Havervlokken biologisch 1.5 kg ,1,,Ontbijtgranen. broodbeleg. tussendoor/Havermout (regular),2019/03/26,08120, Insert stuk weight ,,1500.00 g,1.5 kg, € 3.85 ,,,https://static.ahold.com/cmgtcontent/media//002033700/000/002033784_001_364890_708.jpg
wi33712/,NL ah,AH Volle yoghurt 0.5 l ,1,,Zuivel. eieren/Volle yoghurt,2019/03/27,01118, Insert stuk weight ,,500.00 g,0.5 l, € 0.75 ,,,https://static.ah.nl/static/product/AHI_434d50303338363439_2_LowRes_JPG.JPG
wi415950,NL ah,AH Zalm op huid ca. 630 g ,1,,Vlees. kip. vis. vega/Verse zalmfilet,2019/03/28,15077, Insert stuk weight ,,,ca. 630 g, € 12.95 ,,,https://static.ah.nl/static/product/AHI_434d50363131353338_1_LowRes_JPG.JPG
wi155601,NL ah,AH Schelvisfilet ca. 280 g ,1,,Vlees. kip. vis. vega/Schelvis (vers),2019/03/29,15033, Insert stuk weight ,,,ca. 280 g, € 5.76 ,,,https://static.ah.nl/static/product/AHI_434d50363130353638_1_LowRes_JPG.JPG
wi56799/,NL ah,AH Stoofvlees ca. 800 g ,1,,Vlees. kip. vis. vega/Rundervinken,2019/03/30,23572, Insert stuk weight ,,,ca. 800 g, € 7.96 ,,,https://static.ah.nl/static/product/AHI_434d50323634313830_2_LowRes_JPG.JPG
wi235545,NL ah,AH Varkens / runderballetjes ca. 450 g ,1,,Vlees. kip. vis. vega/Gehakt (half-om-half),2019/03/31,10972, Insert stuk weight ,,,ca. 450 g, € 4.48 ,,,https://static.ah.nl/static/product/AHI_434d50313739373739_1_LowRes_JPG.JPG
wi63143/,NL ah,AH Rundsschenkel ca. 525 g ,1,,Vlees. kip. vis. vega/Soepvlees (rund),2019/04/01,23572, Insert stuk weight ,,,ca. 525 g, € 5.20 ,,,https://static.ah.nl/static/product/AHI_43545236323032383935_1_LowRes_JPG.JPG
wi4028/a,NL ah,AH Haaskarbonade ca. 330 g ,1,,Vlees. kip. vis. vega/Karbonades,2019/04/02,10972, Insert stuk weight ,,,ca. 330 g, € 3.65 ,,,https://static.ah.nl/static/product/AHI_434d50313331373538_3_LowRes_JPG.JPG
wi418177,NL ah,AH Varkensschnitzel naturel ca. 650 g ,1,,Vlees. kip. vis. vega/Schnitzel,2019/04/03,10972, Insert stuk weight ,,,ca. 650 g, € 6.34 ,,,https://static.ah.nl/static/product/AHI_434d50363730353935_1_LowRes_JPG.JPG
wi418185,NL ah,AH Varkensblokjes ca. 350 g ,1,,Vlees. kip. vis. vega/Vlees (varken),2019/04/04,10972, Insert stuk weight ,,,ca. 350 g, € 3.42 ,,,https://static.ah.nl/static/product/AHI_434d50363730353931_2_LowRes_JPG.JPG
wi425633,NL ah,AH Varkensribeye naturel ca. 300 g ,1,,Vlees. kip. vis. vega/Vlees (varken),2019/04/05,10972, Insert stuk weight ,,,ca. 300 g, € 2.93 ,,,https://static.ah.nl/static/product/AHI_434d5034333538333839_3_LowRes_JPG.JPG
wi3962/a,NL ah,AH Greenfields rosbieflapjes ca. 280 g ,1,,Vlees. kip. vis. vega/Rosbief (lappen),2019/04/06,23572, Insert stuk weight ,,,ca. 280 g, € 5.52 ,,,https://static.ah.nl/static/product/AHI_434d50313237363930_2_LowRes_JPG.JPG
wi170803,NL ah,AH Gerookte makreel ca. 350 g ,1,,Vlees. kip. vis. vega/Gerookte makreel,2019/04/07,15046, Insert stuk weight ,,,ca. 350 g, € 3.40 ,,,https://static.ah.nl/static/product/AHI_434d50313534363536_5_LowRes_JPG.JPG
wi221981,NL ah,AH Witte pensen ca. 300 g ,1,,Vlees. kip. vis. vega/Vlees (varken),2019/04/08,10972, Insert stuk weight ,,,ca. 300 g, € 2.92 ,,,https://static.ah.nl/static/product/AHI_434d50313239333331_1_LowRes_JPG.JPG
wi226216,NL ah,AH Spareribs BBQ smokey ca. 550 g ,1,,Vlees. kip. vis. vega/Spareribs (vers),2019/04/09,10972, Insert stuk weight ,,,ca. 550 g, € 5.34 ,,,https://static.ah.nl/static/product/AHI_434d50303535323139_1_LowRes_JPG.JPG
wi276807,NL ah,AH Gehaktballetjes ketjap ca. 450 g ,1,,Vlees. kip. vis. vega/Gehaktbal,2019/04/10,10972, Insert stuk weight ,,,ca. 450 g, € 4.30 ,,,https://static.ah.nl/static/product/AHI_434d50323730313232_2_LowRes_JPG.JPG
wi388393,NL ah,AH Gehaktballetjes tomatensaus ca. 445 g ,1,,Vlees. kip. vis. vega/Gehaktbal,2019/04/11,10972, Insert stuk weight ,,,ca. 445 g, € 4.30 ,,,https://static.ah.nl/static/product/AHI_434d50323631333038_2_LowRes_JPG.JPG
wi238947,NL ah,AH Biefstukpuntjes ca. 300 g ,1,,Vlees. kip. vis. vega/Runderbiefstuk (vers),2019/04/12,23572, Insert stuk weight ,,,ca. 300 g, € 5.86 ,,,https://static.ah.nl/static/product/AHI_434d50323032313133_3_LowRes_JPG.JPG
wi426435,NL ah,AH Biefstukspies tuinkruiden ca. 300 g ,1,,Vlees. kip. vis. vega/Runderbiefstuk (vers),2019/04/13,23572, Insert stuk weight ,,,ca. 300 g, € 5.86 ,,,https://static.ah.nl/static/product/AHI_434d5032343035373733_2_LowRes_JPG.JPG
wi219828,NL ah,AH Biologisch Kipfiletblokjes ca. 250 g ,1,,Vlees. kip. vis. vega/Kipfilet - blokjes,2019/04/14,05314, Insert stuk weight ,,,ca. 250 g, € 7.38 ,,,https://static.ah.nl/static/product/AHI_434d50313238363837_2_LowRes_JPG.JPG
wi383140,NL ah,AH Kipblokjes 2 x 300 g ,1,,Vlees. kip. vis. vega/Kipfilet - blokjes,2019/04/15,05314, Insert stuk weight ,,,2 x 300 g, € 5.69 ,,,https://static.ah.nl/static/product/AHI_434d50323335383433_3_LowRes_JPG.JPG
wi226217,NL ah,AH Spareribs honing ca. 550 g ,1,,Vlees. kip. vis. vega/Spareribs (vers),2019/04/16,10972, Insert stuk weight ,,,ca. 550 g, € 5.19 ,,,https://static.ah.nl/static/product/AHI_434d50303534383534_1_LowRes_JPG.JPG
wi168027,NL ah,AH Biologisch Kipdrumsticks ca. 500 g ,1,,Vlees. kip. vis. vega/Kipdrumsticks,2019/04/17,05096, Insert stuk weight ,,,ca. 500 g, € 4.62 ,,,https://static.ah.nl/static/product/AHI_434d50313239313039_3_LowRes_JPG.JPG
wi238948,NL ah,AH Nasi bamivlees ca. 350 g ,1,,Vlees. kip. vis. vega/Nasi-bamivlees,2019/04/18,10972, Insert stuk weight ,,,ca. 350 g, € 3.23 ,,,https://static.ah.nl/static/product/AHI_434d50323430363438_2_LowRes_JPG.JPG
wi199661,NL ah,Weidenaar Braadworst grof ca. 420 g ,1,,Vlees. kip. vis. vega/Worst (rundvlees),2019/04/19,23572, Insert stuk weight ,,,ca. 420 g, € 3.88 ,,,
wi119764,NL ah,AH Varkensschnitzel ca. 260 g ,1,,Vlees. kip. vis. vega/Schnitzel,2019/04/20,10972, Insert stuk weight ,,,ca. 260 g, € 2.39 ,,,https://static.ah.nl/static/product/AHI_434d50303636353235_4_LowRes_JPG.JPG
wi210991,NL ah,AH Gerookte haringfilet ca. 300 g ,1,,Vlees. kip. vis. vega/Gerookte forel. haring,2019/04/21,15240, Insert stuk weight ,,,ca. 300 g, € 2.44 ,,,https://static.ah.nl/static/product/AHI_434d50323136343736_2_LowRes_JPG.JPG
wi3929/a,NL ah,AH Schenkel met been ca. 255 g ,1,,Vlees. kip. vis. vega/Soepvlees (rund),2019/04/22,23572, Insert stuk weight ,,,ca. 255 g, € 2.31 ,,,https://static.ah.nl/static/product/AHI_434d50313333323930_3_LowRes_JPG.JPG
wi3931/a,NL ah,AH Soepvlees ca. 310 g ,1,,Vlees. kip. vis. vega/Soepvlees (rund),2019/04/23,23572, Insert stuk weight ,,,ca. 310 g, € 2.70 ,,,https://static.ahold.com/cmgtcontent/media//000309900/000/000309900_002_3931_80.jpg
wi221979,NL ah,AH Varkensstoofvlees ca. 500 g ,1,,Vlees. kip. vis. vega/Vlees (varken),2019/04/24,10972, Insert stuk weight ,,,ca. 500 g, € 4.48 ,,,https://static.ah.nl/static/product/AHI_434d50313739373339_1_LowRes_JPG.JPG
wi123807,NL ah,AH Varkensfilet gebraad ca. 525 g ,1,,Vlees. kip. vis. vega/Filetlappen,2019/04/25,10972, Insert stuk weight ,,,ca. 525 g, € 4.69 ,,,https://static.ah.nl/static/product/AHI_434d50303430333036_3_LowRes_JPG.JPG
wi221982,NL ah,AH Zwarte pensen ca. 300 g ,1,,Vlees. kip. vis. vega/Vlees (varken),2019/04/26,10972, Insert stuk weight ,,,ca. 300 g, € 2.67 ,,,https://static.ah.nl/static/product/AHI_434d50313239333132_1_LowRes_JPG.JPG
wi123833,NL ah,AH Biefstuk ca. 275 g ,1,,Vlees. kip. vis. vega/Runderbiefstuk (vers),2019/04/27,23572, Insert stuk weight ,,,ca. 275 g, € 5.19 ,,,https://static.ah.nl/static/product/AHI_434d50303034313639_6_LowRes_JPG.JPG
wi133170,NL ah,AH Hamlappen ca. 300 g ,1,,Vlees. kip. vis. vega/Hamlappen,2019/04/28,10972, Insert stuk weight ,,,ca. 300 g, € 2.64 ,,,https://static.ah.nl/static/product/AHI_434d50313331373937_3_LowRes_JPG.JPG
wi165263,NL ah,AH Scharrel schouderkarbonade ca. 360 g ,1,,Vlees. kip. vis. vega/Karbonades,2019/04/29,10972, Insert stuk weight ,,,ca. 360 g, € 3.14 ,,,https://static.ah.nl/static/product/AHI_434d50313239303839_2_LowRes_JPG.JPG
wi426864,NL ah,AH Sparerib naturel ca. 350 g ,1,,Vlees. kip. vis. vega/Spareribs (vers),2019/04/30,10972, Insert stuk weight ,,,ca. 350 g, € 3.06 ,,,https://static.ah.nl/static/product/AHI_434d5033353435373532_2_LowRes_JPG.JPG
wi235434,NL ah,AH Varkens / kalfsworst ca. 345 g ,1,,Vlees. kip. vis. vega/Worst (varkensvlees),2019/05/01,10972, Insert stuk weight ,,,ca. 345 g, € 3.00 ,,,https://static.ah.nl/static/product/AHI_434d50313739373431_1_LowRes_JPG.JPG
wi373986,NL ah,Rio Mare Tonno all'olio di oliva voordeel 2 x 160 g ,1,,Soepen. conserven. sauzen. smaakmakers/Tonijn in olijfolie,2019/05/02,15119, Insert stuk weight ,,,2 x 160 g, € 5.95 ,,,https://static.ah.nl/static/product/AHI_4354525f36303637363333_1_LowRes_JPG.JPG
wi426861,NL ah,AH Slowcooked pulled pork ca. 480 g ,1,,Vlees. kip. vis. vega/Ovenklaar varkensvlees,2019/05/03,10972, Insert stuk weight ,,,ca. 480 g, € 4.09 ,,,https://static.ah.nl/static/product/AHI_434d5033323034343734_1_LowRes_JPG.JPG
wi426437,NL ah,AH Excellent Flat iron steak ca. 200 g ,1,,Vlees. kip. vis. vega/Runderbiefstuk (vers),2019/05/04,23572, Insert stuk weight ,,,ca. 200 g, € 3.70 ,,,https://static.ah.nl/static/product/AHI_434d5032363634343930_3_LowRes_JPG.JPG
wi168029,NL ah,AH Kipdijfilet ca. 370 g ,1,,Vlees. kip. vis. vega/Kipfilet - stuk,2019/05/05,05314, Insert stuk weight ,,,ca. 370 g, € 3.10 ,,,https://static.ah.nl/static/product/AHI_434d50323332333932_2_LowRes_JPG.JPG
wi238946,NL ah,AH Rundersoepballetjes ca. 250 g ,1,,Vlees. kip. vis. vega/Soepvlees (rund),2019/05/06,23572, Insert stuk weight ,,,ca. 250 g, € 2.09 ,,,https://static.ah.nl/static/product/AHI_434d50323032313237_3_LowRes_JPG.JPG
wi251295,NL ah,AH Wilde zalm ca. 160 g ,1,,Vlees. kip. vis. vega/Verse zalmfilet,2019/05/07,15077, Insert stuk weight ,,,ca. 160 g, € 4.52 ,,,https://static.ah.nl/static/product/AHI_434d50323234323636_5_LowRes_JPG.JPG
wi412689,NL ah,Taste of the World Iberico ribs ca. 780 g ,1,,Diepvries/Spareribs (diepvries),2019/05/08,10972, Insert stuk weight ,,,ca. 780 g, € 6.41 ,,,https://static.ahold.com/cmgtcontent/media//001724300/000/001724366_001_412689_708.jpg
wi389016,NL ah,Taste of the World Iberico spareribs ca. 1800 g ,1,,Diepvries/Spareribs (diepvries),2019/05/09,10972, Insert stuk weight ,,,ca. 1800 g, € 14.80 ,,,https://static.ahold.com/cmgtcontent/media//001539200/000/001539254_001_389016_708.jpg
wi443666,NL ah,AH Kipfilet a la minute paprika ca. 400 g ,1,,Vlees. kip. vis. vega/Kipfilet - stuk,2019/05/10,05314, Insert stuk weight ,,,ca. 400 g, € 3.28 ,,,https://static.ah.nl/static/product/AHI_43545236313431373539_1_LowRes_JPG.JPG
wi235544,NL ah,AH Varkenschipolata ca. 275 g ,1,,Vlees. kip. vis. vega/Worst (varkensvlees),2019/05/11,10972, Insert stuk weight ,,,ca. 275 g, € 2.25 ,,,https://static.ah.nl/static/product/AHI_4b525436303032393938_1_LowRes_JPG.JPG
wi123836,NL ah,AH Kogelbiefstuk ca. 320 g ,1,,Vlees. kip. vis. vega/Runderbiefstuk (vers),2019/05/12,23572, Insert stuk weight ,,,ca. 320 g, € 5.79 ,,,https://static.ah.nl/static/product/AHI_434d50303532393432_5_LowRes_JPG.JPG
wi383518,NL ah,AH Biologisch Kipfilet 1 stuk ca. 155 g ,1,,Vlees. kip. vis. vega/Kipfilet - stuk,2019/05/13,05314, Insert stuk weight ,,,ca. 155 g, € 4.30 ,,,https://static.ah.nl/static/product/AHI_434d50323337303039_1_LowRes_JPG.JPG
wi107670,NL ah,AH Excellent Nederlandse rosbief ca. 720 g ,1,,Vlees. kip. vis. vega/Rosbief (lappen),2019/05/14,23572, Insert stuk weight ,,,ca. 720 g, € 11.70 ,,,https://static.ah.nl/static/product/AHI_434d50323632303334_2_LowRes_JPG.JPG
wi3968/a,NL ah,AH Hamlappen ca. 650 g ,1,,Vlees. kip. vis. vega/Hamlappen,2019/05/15,10972, Insert stuk weight ,,,ca. 650 g, € 5.19 ,,,https://static.ah.nl/static/product/AHI_434d50323430363439_3_LowRes_JPG.JPG
wi57741/,NL ah,AH Biologisch Kipfilet ca. 290 g ,1,,Vlees. kip. vis. vega/Kipfilet - stuk,2019/05/16,05314, Insert stuk weight ,,,ca. 290 g, € 7.84 ,,,https://static.ah.nl/static/product/AHI_434d50313238363735_3_LowRes_JPG.JPG
wi365767,NL ah,AH Gerookte makreelfilet graatloos ca. 150 g ,1,,Vlees. kip. vis. vega/Gerookte makreel,2019/05/17,15046, Insert stuk weight ,,,ca. 150 g, € 4.16 ,,,https://static.ah.nl/static/product/AHI_434d50323036343938_2_LowRes_JPG.JPG
wi160750,NL ah,AH Krabbetjes ca. 400 g ,1,,Vlees. kip. vis. vega/Spareribs (vers),2019/05/18,10972, Insert stuk weight ,,,ca. 400 g, € 3.08 ,,,https://static.ah.nl/static/product/AHI_434d50313334373730_4_LowRes_JPG.JPG
wi234485,NL ah,Taste of the World Hele kalkoen panklaar ca. 2400 g ,1,,Vlees. kip. vis. vega/Diepvries kalkoen,2019/05/19,05167, Insert stuk weight ,,,ca. 2400 g, € 18.48 ,,,https://static.ahold.com/cmgtcontent/media//001273500/000/001273568_003_234485_708.jpg
wi199660,NL ah,Weidenaar Rundergehakt gekruid  ca. 500 g ,1,,Vlees. kip. vis. vega/Rundergehakt,2019/05/20,23572, Insert stuk weight ,,, ca. 500 g, € 3.85 ,,,
wi99022/,NL ah,AH Speklap gekruid ca. 435 g ,1,,Vlees. kip. vis. vega/Speklappen,2019/05/21,10972, Insert stuk weight ,,,ca. 435 g, € 3.25 ,,,https://static.ah.nl/static/product/AHI_434d50313331373334_3_LowRes_JPG.JPG
wi191095,NL ah,Iglo Kabeljauwfilet 4 x 100 g ,1,,Vlees. kip. vis. vega/Kabeljauw (diepvries),2019/05/22,15015, Insert stuk weight ,,,4 x 100 g, € 6.99 ,,,https://static.ahold.com/cmgtcontent/media//001133100/000/001133164_003_191095_708.jpg
wi291239,NL ah,AH Franse scharrel kipfilethaasjes ca. 265 g ,1,,Vlees. kip. vis. vega/Kipfilet - stuk,2019/05/23,05314, Insert stuk weight ,,,ca. 265 g, € 4.61 ,,,https://static.ah.nl/static/product/AHI_434d50323736383136_2_LowRes_JPG.JPG
wi291240,NL ah,AH Franse scharrel kipfiletblokjes ca. 260 g ,1,,Vlees. kip. vis. vega/Kipfilet - blokjes,2019/05/24,05314, Insert stuk weight ,,,ca. 260 g, € 4.52 ,,,https://static.ah.nl/static/product/AHI_434d50323736373939_1_LowRes_JPG.JPG
wi199557,NL ah,AH Bieflappen ca. 250 g ,1,,Vlees. kip. vis. vega/Runderlappen,2019/05/25,23572, Insert stuk weight ,,,ca. 250 g, € 4.37 ,,,https://static.ah.nl/static/product/AHI_434d50313331373435_2_LowRes_JPG.JPG
wi288742,NL ah,AH Rumsteak gemarin ca. 250 g ,1,,Vlees. kip. vis. vega/Entrecote,2019/05/26,23572, Insert stuk weight ,,,ca. 250 g, € 4.37 ,,,https://static.ah.nl/static/product/AHI_434d50323437333034_1_LowRes_JPG.JPG
wi199484,NL ah,AH Gemarineerde ribkarbonade ca. 330 g ,1,,Vlees. kip. vis. vega/Karbonades,2019/05/27,10972, Insert stuk weight ,,,ca. 330 g, € 2.46 ,,,https://static.ah.nl/static/product/AHI_434d50313331373231_3_LowRes_JPG.JPG
wi117037,NL ah,AH Roastbief ca. 600 g ,1,,Vlees. kip. vis. vega/Rosbief (lappen),2019/05/28,23572, Insert stuk weight ,,,ca. 600 g, € 13.94 ,,,https://static.ah.nl/static/product/AHI_434d50313632313234_4_LowRes_JPG.JPG
wi226224,NL ah,AH Pepersteak 2st ca. 360 g ,1,,Vlees. kip. vis. vega/Runderbiefstuk (vers),2019/05/29,23572, Insert stuk weight ,,,ca. 360 g, € 6.27 ,,,https://static.ah.nl/static/product/AHI_434d50313632303536_2_LowRes_JPG.JPG
wi3986/a,NL ah,AH Speklapjes zonder zwoerd ca. 250 g ,1,,Vlees. kip. vis. vega/Speklappen,2019/05/30,10972, Insert stuk weight ,,,ca. 250 g, € 1.81 ,,,https://static.ah.nl/static/product/AHI_434d50313333323633_3_LowRes_JPG.JPG
wi199659,NL ah,Weidenaar Gemengd gehakt gekruid ca. 500 g ,1,,Vlees. kip. vis. vega/Gehakt (half-om-half),2019/05/31,10972, Insert stuk weight ,,,ca. 500 g, € 3.59 ,,,
wi188711,NL ah,AH Runderlever gelardeerd ca. 115 g ,1,,Ontbijtgranen. broodbeleg. tussendoor/Runderlever,2019/06/01,13327, Insert stuk weight ,,,ca. 115 g, € 1.97 ,,,https://static.ah.nl/static/product/AHI_434d50323235313839_1_LowRes_JPG.JPG
wi132214,NL ah,AH Vetspek stuk ca. 235 g ,1,,Vlees. kip. vis. vega/Vetspek,2019/06/02,10972, Insert stuk weight ,,,ca. 235 g, € 1.66 ,,,https://static.ah.nl/static/product/AHI_4354525f36303935333535_3_LowRes_JPG.JPG
wi232421,NL ah,AH Speklapjes ca. 375 g ,1,,Vlees. kip. vis. vega/Speklappen,2019/06/03,10972, Insert stuk weight ,,,ca. 375 g, € 2.62 ,,,https://static.ah.nl/static/product/AHI_434d50313830363038_3_LowRes_JPG.JPG
wi235535,NL ah,AH Varkenskotelet ca. 360 g ,1,,Vlees. kip. vis. vega/Karbonades,2019/06/04,10972, Insert stuk weight ,,,ca. 360 g, € 2.52 ,,,https://static.ah.nl/static/product/AHI_43545236323333393434_1_LowRes_JPG.JPG
wi60813/,NL ah,AH Kabeljauwhaasje ca. 245 g ,1,,Vlees. kip. vis. vega/Kabeljauw (vers),2019/06/05,15015, Insert stuk weight ,,,ca. 245 g, € 6.61 ,,,https://static.ah.nl/static/product/AHI_434d50313738393739_3_LowRes_JPG.JPG
wi40562/,NL ah,AH Magere varkenslappen ca. 500 g ,1,,Vlees. kip. vis. vega/Hamlappen,2019/06/06,10972, Insert stuk weight ,,,ca. 500 g, € 3.49 ,,,https://static.ah.nl/static/product/AHI_434d50313331373736_5_LowRes_JPG.JPG
wi418179,NL ah,AH Boerenkarbonade ca. 350 g ,1,,Vlees. kip. vis. vega/Karbonades,2019/06/07,10972, Insert stuk weight ,,,ca. 350 g, € 2.44 ,,,https://static.ah.nl/static/product/AHI_434d50363730353930_1_LowRes_JPG.JPG
wi161603,NL ah,AH Wokgarnalen met knoflook ca. 200 g ,1,,Vlees. kip. vis. vega/Garnalen (vers),2019/06/08,15270, Insert stuk weight ,,,ca. 200 g, € 5.35 ,,,https://static.ah.nl/static/product/AHI_434d50323136333734_3_LowRes_JPG.JPG
wi121607,NL ah,AH Gekruide schouderkarbonade ca. 450 g ,1,,Vlees. kip. vis. vega/Karbonades,2019/06/09,10972, Insert stuk weight ,,,ca. 450 g, € 3.01 ,,,https://static.ah.nl/static/product/AHI_434d50303430333034_3_LowRes_JPG.JPG
wi232142,NL ah,AH Ribkarbonade ca. 450 g ,1,,Vlees. kip. vis. vega/Karbonades,2019/06/10,10972, Insert stuk weight ,,,ca. 450 g, € 2.97 ,,,https://static.ah.nl/static/product/AHI_434d50323430363437_2_LowRes_JPG.JPG
wi4033/a,NL ah,AH Ribkarbonade ca. 300 g ,1,,Vlees. kip. vis. vega/Karbonades,2019/06/11,10972, Insert stuk weight ,,,ca. 300 g, € 1.98 ,,,https://static.ah.nl/static/product/AHI_434d50313235303539_3_LowRes_JPG.JPG
wi166839,NL ah,AH Mergpijp ca. 300 g ,1,,Vlees. kip. vis. vega/Soepvlees (rund),2019/06/12,23572, Insert stuk weight ,,,ca. 300 g, € 1.97 ,,,https://static.ah.nl/static/product/AHI_434d50313331373936_3_LowRes_JPG.JPG
